1288019741000;"The iPhone 4 Movie and Photo Essay";"http://www.applegazette.com/iphone/the-iphone-4-movie-and-photo-essay/";4105;1586;5
1288014079000;"Apple Gazette Reviews: Microsoft Office 2011";"http://www.applegazette.com/software/apple-gazette-reviews-microsoft-office-2011/";8396;1586;5
1288013141000;"The Gasket iPhone 4 Case";"http://www.applegazette.com/iphone-accessories/the-gasket-iphone-4-case/";3685;1586;5
1287765804000;"Apple Gazette Reviews: iFrogz CS40 Headphones";"http://www.applegazette.com/ipod-accessories/apple-gazette-reviews-ifrogz-cs40-headphones/";4369;1586;5
1287761944000;"New MacBook Air Gets Gutted";"http://www.applegazette.com/macbook-air/new-macbook-air-gets-gutted/";3941;1586;5
1287756205000;"One Sexy MacBook Pro Case";"http://www.applegazette.com/macbook-pro/one-sexy-macbook-pro-case/";3534;1586;5
1287676201000;"The Mac App Store – Is This A Good Thing?";"http://www.applegazette.com/mac-app-store/the-mac-app-store-is-this-a-good-thing/";4883;1586;5
1287671168000;"iLife ’11 – Must Buy, or Do You Care?";"http://www.applegazette.com/ilife/ilife-11-must-buy-or-do-you-care/";3990;1586;5
1287668833000;"The MacBook Air: Lust & Logic";"http://www.applegazette.com/macbook-air/the-macbook-air-lust-logic/";4759;1586;5
1287599362000;"Back to the Mac Event: Wrapup";"http://www.applegazette.com/events/back-to-the-mac-event-wrapup/";7089;1586;5
1287595793000;"Apple Gazette Reviews: iFrogz Envoy";"http://www.applegazette.com/ipad-accessories/apple-gazette-reviews-ifrogz-envoy/";4716;1586;5
1287567045000;"The Obligatory Apple Event Speculation Post";"http://www.applegazette.com/events/the-obligatory-apple-event-speculation-post/";4259;1586;5
1287505962000;"Want a White iPhone 4? Here’s One Option";"http://www.applegazette.com/iphone-accessories/want-a-white-iphone-4-heres-one-option/";3594;1586;5
1287505354000;"AppleTV V.2 Doing Just Fine, Thanks";"http://www.applegazette.com/appletv/appletv-v-2-doing-just-fine-thanks/";4237;1586;5
1287500812000;"No 7-Inch iPad Coming";"http://www.applegazette.com/rumors/no-7-inch-ipad-coming/";5044;1586;5
1287493420000;"Review: Camtasia";"http://www.applegazette.com/reviews/review-camtasia/";6550;1586;5
1287415696000;"iPhone 4 Back Swapping";"http://www.applegazette.com/iphone-accessories/iphone-4-back-swapping/";3692;1586;5
1287411234000;"TomTom for iPhone Updates to 1.5";"http://www.applegazette.com/iphone-apps/tomtom-for-iphone-updates-to-1-5/";4032;1586;5
1287405918000;"More MacBook Air Rumors Swirl";"http://www.applegazette.com/rumors/more-macbook-air-rumors-swirl/";4882;1586;5
1287170394000;"iPad Printing with iOS 4.2";"http://www.applegazette.com/ipad/ipad-printing-with-ios-42/";4133;1586;5
1287161312000;"Make Your iPad Look Like an iMac";"http://www.applegazette.com/ipad-accessories/make-your-ipad-look-like-an-imac/";3701;1586;5
1287150008000;"MobileMe Calendar Beta Now Standard";"http://www.applegazette.com/mobile-me/mobileme-calendar-beta-now-standard/";5491;1586;5
1287144836000;"So That Happened.";"http://www.applegazette.com/ipad/so-that-happened/";3629;1586;5
1287123523000;"Apple Goes After “Sexting”";"http://www.dailybits.com/apple-goes-after-sexting/";3345;1586;5
1287068928000;"The iPad Wallet";"http://www.applegazette.com/ipad-accessories/the-ipad-wallet/";3726;1586;5
1287060639000;"Let The Speculation Begin: Apple Hosting Event October 20";"http://www.applegazette.com/events/let-the-speculation-begin-apple-hosting-event-october-20/";3823;1586;5
1287054273000;"Apple Steps Up its Game";"http://www.applegazette.com/apple-inc/apple-steps-up-its-game/";3311;1586;5
1287002941000;"Review: Demino";"http://www.applegazette.com/games/review-demino/";4511;1586;5
1286983307000;"iOS 4.2 Beta Includes New SMS Ringtones";"http://www.applegazette.com/ios/ios-4-2-beta-includes-new-sms-ringtones/";3115;1586;5
1286981971000;"Why I Don’t Care About Google TV";"http://www.applegazette.com/featured-commentary/why-i-dont-care-about-google-tv/";4365;1586;5
1286975105000;"Ctrl+Alt+Delete Goes to the iPhone";"http://www.applegazette.com/iphone-apps/ctrlaltdelete-goes-to-the-iphone/";3604;1586;5
1286894802000;"Problem Solved";"http://www.applegazette.com/iphone-accessories/problem-solved/";4132;1586;5
1286890590000;"Annoying Tag Line Trademarked";"http://www.applegazette.com/apple-store/annoying-tag-line-trademarked/";3339;1586;5
1286888750000;"Pogoplug Takes You to the Cloud";"http://www.applegazette.com/iphone-accessories/pogoplug-takes-you-to-the-cloud/";3434;1586;5
1286812969000;"Cheap Wood";"http://www.applegazette.com/macbook-pro/cheap-wood/";3099;1586;5
1286801417000;"Wal-Mart Getting iPad Too";"http://www.applegazette.com/rumors/wal-mart-getting-ipad-too/";4107;1586;5
1286801118000;"Apple Gazette Reviews: TomTom for iPhone";"http://www.applegazette.com/iphone-apps/apple-gazette-reviews-tomtom-for-iphone/";5662;1586;5
1286555175000;"Hide Your Gadgets with the Essential Travel Jacket";"http://www.applegazette.com/ipad-accessories/hide-your-gadgets-with-the-essential-travel-jacket/";3496;1586;5
1286547352000;"7-Inch iPad Rumors Abound";"http://www.applegazette.com/rumors/7-inch-ipad-rumors-abound/";5435;1586;5
1286543033000;"GDGT: Glassgate is Next for the iPhone 4";"http://www.applegazette.com/iphone/gdgt-glassgate-is-next-for-the-iphone-4/";5512;1586;5
1286482622000;"Review: Lamp of Aladdin";"http://www.applegazette.com/games/review-lamp-of-aladdin/";7476;1586;5
1286466705000;"Rumor: New MacBook Air Soon";"http://www.applegazette.com/macbook-air/rumor-new-macbook-air-soon/";5490;1586;5
1286460630000;"Upgrade Your iPhone 4 With Stainless Steel";"http://www.applegazette.com/iphone-accessories/upgrade-your-iphone-4-with-stainless-steel/";3659;1586;5
1286457489000;"Verizon iPhone in 2011. No Seriously, That’s What They Say. Again.";"http://www.applegazette.com/iphone/verizon-iphone-in-2011-no-seriously-thats-what-they-say-again/";4628;1586;5
1286383163000;"HyperDock: Windows 7 Features on Your Mac";"http://www.applegazette.com/software/hyperdock-windows-7-features-on-your-mac/";3701;1586;5
1286374886000;"Tripod & Kickstand in One: The Glif";"http://www.applegazette.com/iphone-accessories/tripod-kickstand-in-one-the-glif/";4661;1586;5
1286373815000;"Office For Mac 2011: First Impressions";"http://www.applegazette.com/software/office-for-mac-2011-first-impressions/";4397;1586;5
1286303588000;"Sparrow – E-Mail In Small Doses";"http://www.applegazette.com/software/sparrow-e-mail-in-small-doses/";4190;1586;5
1286302444000;"A Prop and a USB Hub All In One";"http://www.applegazette.com/hardware/a-prop-and-a-usb-hub-all-in-one/";3814;1586;5
1286299653000;"Keep It Simple: Padfoot iPad Stand";"http://www.applegazette.com/ipad-accessories/keep-it-simple-padfoot-ipad-stand/";3907;1586;5
1286205736000;"Want an iPad? Now You Can Go to Target";"http://www.applegazette.com/ipad/want-an-ipad-now-you-can-go-to-target/";4215;1586;5
1286203173000;"Seat Buddy Makes Viewing iPhone Fun & Awkward";"http://www.applegazette.com/iphone-accessories/seat-buddy-makes-viewing-iphone-fun-awkward/";4180;1586;5
