2fd3440e-8cf1-422d-8b6b-0ec1082cbebb	http://www.news.com.au/heraldsun/story/0,21985,23073784-664,00.html	0.94259816	0.9994658
3e28d03f-3cd2-4bfa-bf25-7b86c30f885b	http://www.hiphop-elements.com/article/read/4/12847/1/	0.94384235	0.996875
2281f3c1-7a86-4c4c-874c-b19964e588f1	http://computerworld.co.nz/news.nsf/news/C0B9E879800DCAA4CC2573CF003176CB	0.9853223	0.9990285
034f7376-18b6-43cc-b925-6d26399a3861	http://pressmediawire.com/article.cfm?articleID=4593	0.9487338	0.99984366
a63984ae-c4f1-4d08-bc05-7b6f884693c0	http://www.signonsandiego.com/news/world/20071231-1323-israel-palestinians.html	0.9598149	0.9735672
1e3a9cbb-b5b1-49f6-b298-1678abb097d1	http://www.oursportscentral.com/services/releases/?id=3580033	0.97003084	0.8882163
23d56f66-6760-47cf-b009-5af45c1ee8ca	http://www.pe.com/sports/golf/stories/Web_Hope_19.35c5e77e.html	0.9018568	0.9874031
234d1e0e-e44c-420a-b1ca-bb23fa66c26b	http://uk.eurosport.yahoo.com/18012008/1/fulham-wrap-hangeland-capture.html	0.9259259	0.9533898
ec407a8c-7d1b-4485-816d-39a1887f84b3	http://www.citizen.co.za/index/Article.aspx?pDesc=1,1,22&Type=top&File=080118125042.8xkgb4lh.xml	fail	fail
863498c8-24e3-4791-940a-6df0b19d8d9b	http://www.sciam.com/article.cfm?id=digital-album-packaging-s	0.9724733	0.99537426
c2b0a2b3-c05a-4b2f-be77-b81d0174d424	http://www.people.co.uk/sport/football/tm_headline=port-vale-1-luton-2&method=full&objectid=20268664&siteid=93463-name_page.html	0.9157754	fail
202aa517-9513-4a19-89ab-9db85ed9daeb	http://www.timesleader.com/news/ap?articleID=314196	0.98675495	0.9295072
bf325bf4-c5da-49e9-814e-a87be91604b9	http://www.wkyc.com/news/news_article.aspx?storyid=81135	0.92755103	0.91356784
f45a5bb8-923a-41b1-ab88-c639f06ce991	http://www.montanasnewsstation.com/Global/story.asp?S=7621124	0.6774744	0.8151951
97f71dae-f313-4471-bb0e-4906bad2a8e7	http://wjz.com/national/tiger.attack.affadavit.2.632801.html	0.93784785	0.8663239
498f4478-8912-415f-b016-0e2dd27a5356	http://www.hindu.com/2008/01/15/stories/2008011554711900.htm	0.9583333	0.7152377
137e6374-af11-45fc-80c4-1b68c2e44fe6	http://news.bbc.co.uk/2/hi/middle_east/7113419.stm	0.9601231	0.9638538
f5dc7145-5032-4c30-843b-fe2ae7525201	http://www.nbc11.com/entertainment/15081090/detail.html	0.8369099	0.9506536
5c80d04b-b09e-4f20-8373-404290d4bfe8	http://www.voanews.com/english/2007-11-19-voa35.cfm	0.9447347	0.9994179
e5a0cea3-1ee2-47fe-9aa0-89310c8aef70	http://www.pittsburghlive.com/x/valleyindependent/teenscene/s_545450.html	fail	0.9866741
d22d490a-95fe-41f9-a270-e4477a5ff358	http://www.worldsoccer.com/news/ramos_refuses_to_rule_out_berbatov_sale_news_171352.html	0.9797297	0.6807325
b7731ab8-beb0-420b-ac7e-c010bbebbca9	http://news.bbc.co.uk/sport1/hi/football/teams/l/liverpool/7177191.stm	0.9040853	0.9530957
