url *;_;* path *;_;* pub_date *;_;* pub_sureness *;_;* mod_date *;_;* mod_sureness *;_;* google_date *;_;* hakia_date *;_;* ask_date *;_;* header_last_mod *;_;* header_date *;_;* down_datehttp://classactiondefense.jmbm.com/2009/06/bofa_class_action_defense_case.html *;_;* data/webpages/daterecognition/webpage_1295550276055.html *;_;* 2009-06-08 *;_;* true *;_;* 2009-06-08 *;_;* true *;_;* 2009-06-08 *;_;*  *;_;* 2009-06-08 *;_;*  *;_;* Thu, 20 Jan 2011 19:04:46 GMT *;_;* 2011-01-20 19:04:36
http://www.dandodiary.com/2009/09/ *;_;* data/webpages/daterecognition/webpage_1292928806194.html *;_;* September 1, 2009 *;_;* true *;_;* September 30, 2009 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Wed, 03 Nov 2010 21:56:01 GMT *;_;* Tue, 21 Dec 2010 10:53:30 GMT *;_;* 2010-12-21 10:53:26
http://www.independent.com/news/2009/mar/26/introducing-dura-doggie-disc/ *;_;* data/webpages/daterecognition/webpage_1292927258739.html *;_;* March 26, 2009 *;_;* true *;_;* March 28, 2009 *;_;* true *;_;* 2009-03-26 *;_;*  *;_;* 2009-03-26 *;_;*  *;_;* Tue, 21 Dec 2010 10:28:11 GMT *;_;* 2010-12-21 10:27:38
http://voices.washingtonpost.com/annapolis/2010/08/maryland_investigating_pepco_p.html *;_;* data/webpages/daterecognition/webpage_1295549466582.html *;_;* August 13, 2010 *;_;* true *;_;* August 15, 2010 *;_;* true *;_;* 2010-08-13 *;_;*  *;_;* 2010-08-13 *;_;* Fri, 20 Aug 2010 19:09:42 GMT *;_;* Thu, 20 Jan 2011 18:51:16 GMT *;_;* 2011-01-20 18:51:06
http://blog.jempp.com.au/2009/01/quiktop-soda-can-lids-keeps-your-drink.html *;_;* data/webpages/daterecognition/webpage_1295550321105.html *;_;* January 23, 2009 *;_;* true *;_;* January 23, 2009 *;_;* true *;_;* 2009-01-23 *;_;*  *;_;*  *;_;*  *;_;* Thu, 20 Jan 2011 19:05:31 GMT *;_;* 2011-01-20 19:05:21
http://www.cornucopia.org/2010/07/bee-heaven-owner-organic-farming-is-good-for-the-foodie-and-the-land/ *;_;* data/webpages/daterecognition/webpage_1292928833110.html *;_;* July 23rd, 2010 *;_;* true *;_;* July 23rd, 2010 *;_;* true *;_;* 2010-07-23 *;_;*  *;_;* 2010-07-23 *;_;*  *;_;* Tue, 21 Dec 2010 10:53:57 GMT *;_;* 2010-12-21 10:53:53
http://libstats.berkeley.edu/library/usage2009/weekly/2009/06/14/searchkeywordsbyserver.html *;_;* data/webpages/daterecognition/webpage_1295550381719.html *;_;* 6/14/2009 *;_;* false *;_;* 2009-06-20 *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 29 Jun 2009 16:31:00 GMT *;_;* Thu, 20 Jan 2011 19:06:32 GMT *;_;* 2011-01-20 19:06:21
http://money.cnn.com/2009/01/16/news/economy/fdic_tlgp/ *;_;* data/webpages/daterecognition/webpage_1295550101906.html *;_;* January 16, 2009 *;_;* true *;_;* January 16, 2009 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Thu, 20 Jan 2011 19:01:51 GMT *;_;* 2011-01-20 19:01:41
http://databyss.com/2008/11/07/my-theory-winners24com-is-a-scam/comment-page-1/ *;_;* data/webpages/daterecognition/webpage_1294162491356.html *;_;* 2008/11/07/ *;_;* true *;_;* October 22nd, 2010 *;_;* true *;_;* 2008-11-06 *;_;*  *;_;* 2008-11-06 *;_;*  *;_;* Tue, 04 Jan 2011 17:34:59 GMT *;_;* 2011-01-04 17:34:51
http://www.tomgrossmedia.com/mideastdispatches/archives/2003_09.html *;_;* data/webpages/daterecognition/webpage_1294148999901.html *;_;* August 11, 2003 *;_;* false *;_;* 21 Dec 2005 15:02:55 GMT *;_;* true *;_;* 2003-09-29 *;_;*  *;_;*  *;_;* Wed, 21 Dec 2005 15:02:55 GMT *;_;* Tue, 04 Jan 2011 13:50:04 GMT *;_;* 2011-01-04 13:49:59
http://pundit.blogpeoria.com/2008/08/17/local-candidates-pander-to-train-enthusiasts/ *;_;* data/webpages/daterecognition/webpage_1295550240961.html *;_;* August 17th, 2008 *;_;* true *;_;* August 18, 2008 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Thu, 20 Jan 2011 19:04:10 GMT *;_;* 2011-01-20 19:04:00
